11.18628795,8.553093649,2.337681394,7.740221556,2.076186822,12.53763102,a,Class 1
10.14583771,8.771100076,9.617580733,11.28898328,3.731375463,3.61496461,a,Class 1
7.608378163,9.215208082,12.21721984,0.217171385,10.84786072,0.068879981,b,Class 1
9.741381036,4.373282412,0.46661895,9.670759021,3.769897645,3.166427585,b,Class 1
6.326460397,4.950181274,0.955970145,13.27044224,13.3803711,6.7042629,b,Class 2
6.614221714,5.139908792,6.322918249,7.613060017,2.965112605,8.757576779,c,Class 1
9.77079694,13.22809724,12.27910247,4.486662894,1.637543898,3.145057057,b,Class 2
5.986399993,3.575034439,4.436729038,10.27403804,6.085388637,9.638152072,a,Class 2
9.306449023,0.419825519,5.207460405,3.352657815,8.955085451,13.74251068,c,Class 2
12.85278467,0.554461277,13.25029775,7.70837554,12.81365721,8.448635991,c,Class 2
10.32440339,3.195964543,1.215275549,3.741461311,11.6736581,6.435247906,a,Class 1
12.45890387,6.754763706,3.568497268,6.787252535,4.528132031,11.24413956,,Class 1
4.92766004,8.894839385,1.599234587,6.491628957,1.003488457,8.990811618,a,Class 1
14.62465143,,12.02718728,3.868350191,5.604315633,13.4574281,a,Class 1
5.548176135,6.507710991,0.798813746,13.28445746,7.037019737,13.71370375,b,Class 2
4.414357119,9.250023962,8.716711231,7.733484723,3.661143919,14.63698956,b,Class 1
7.794274494,0.554776276,6.717665128,3.422141362,12.80249591,3.744667173,b,Class 2
10.46207608,14.78604433,11.14501886,13.28194261,13.35036026,8.342502238,c,Class 1
11.38516345,11.33272181,1.919660335,4.978216028,8.668419104,6.052792392,c,Class 2
11.19640261,10.3436337,0.939034115,14.91069148,7.269366966,12.53406348,c,Class 2
11.06549373,,13.96718884,12.53348993,4.476687297,11.87992708,a,Class 1
5.721763439,10.70136406,4.677923895,12.04602629,6.630499903,13.04574224,c,Class 2
14.87203026,4.717515614,12.16090195,10.17484858,1.258457287,3.762734746,c,Class 1
9.517250388,14.61073986,10.55186687,12.13409641,4.195938316,14.9085867,b,Class 2
5.490151571,11.07922707,2.912349404,11.26243041,6.909836863,12.93169762,b,Class 1
3.597959325,7.3606205,1.89533481,8.407778067,12.94742999,9.956797585,a,Class 2
13.99187099,6.16144391,4.430074749,10.48992388,6.724889945,11.63545045,a,Class 1
13.87167852,11.47473231,12.91040409,5.329482463,12.41092153,9.923540019,c,Class 2
6.884021,0.536048784,13.77495679,6.51467553,4.70254023,8.780237509,,Class 2
2.208914531,12.70665676,13.62555578,9.598180651,7.438779306,7.81610053,b,Class 1
8.659531425,8.209053873,6.907242925,9.847209807,7.643627147,1.24454444,b,Class 1
1.448257785,10.22497998,1.269324615,3.714269901,13.03906827,2.870250771,b,Class 1
10.19241437,,8.886001739,5.828695389,2.605134041,1.19188785,b,Class 1
7.777359497,10.96783191,4.890083745,5.284618971,4.411218163,8.605757632,b,Class 2
1.056011622,7.844004878,10.65020289,4.234763934,6.43943205,1.262495126,a,Class 2
7.648844009,10.14403542,9.539688734,13.66072313,0.330411845,5.610949661,a,Class 1
4.321962749,5.604955856,7.525456962,2.795185293,0.557651224,9.096120183,c,Class 2
7.580303996,14.13657189,2.208779404,12.65807527,8.616258995,14.2742891,c,Class 1
6.617679318,12.17838447,6.219814209,9.278219597,2.627013838,10.26198055,a,Class 1
10.42636852,11.37466476,1.605370071,13.38238859,13.4486372,0.658796404,a,Class 1
10.52477845,5.275716432,11.83515271,0.617870822,0.921374579,8.348557261,b,Class 2
12.42122246,0.012249697,7.74555252,12.02705019,3.442939685,7.110063876,b,Class 1
2.721191099,14.56211777,12.2194075,8.457083772,1.843488398,8.775189039,b,Class 2
11.93193151,7.265208519,0.45505228,4.217468632,13.6978792,11.24703349,c,Class 2
0.493376888,0.414245824,5.492426678,3.926579473,5.14363276,9.3274729,b,Class 2
11.99067679,2.224771613,14.51607498,13.038479,2.048398725,10.21056055,a,Class 2
4.39009476,2.715892095,13.65208099,1.276459275,3.1947636,5.738578547,c,Class 2
9.517850998,7.870570236,11.66133708,3.158457987,0.994101959,1.760078291,c,Class 2
1.67226824,1.257990444,13.35645397,6.432977593,8.173353149,10.47964661,a,Class 2
11.40110217,3.755922456,14.78250639,9.12235283,5.463228968,8.004612121,a,Class 1
0.51828403,7.467344863,0.403372329,1.324884922,6.204846153,0.397427501,a,Class 1
8.56890712,3.700288257,14.23433924,1.836880065,0.168958671,1.260377664,a,Class 2
0.927565538,0.256079044,8.244925899,10.78666638,13.47379713,0.009413535,b,Class 2
